2025/12/19 16:10:20 INFO  : ds3/test/00c0a5b0b5780839679ddcede9da56df.npy: Copied (new)
2025/12/19 16:47:30 INFO  : ds4/train/1b996ac8e7fe4493b11de26cde33dc87.npy: Copied (new)
2025/12/19 16:47:30 INFO  : ds4/train/1afba29580494353ae0e6a9795d26c26.npy: Copied (new)
2025/12/19 16:47:30 INFO  : ds4/train/1b06436d49954d91891870587719b799.npy: Copied (new)
2025/12/19 16:47:30 INFO  : ds4/train/1c3de538ce304d1682a0c8c5400253af.npy: Copied (new)
2025/12/19 16:47:30 INFO  : ds4/train/1c1d67c3615540e3b659147fcfd849f8.npy: Copied (new)
2025/12/19 16:47:31 INFO  : ds4/train/1d9764a4b7dd4bc19a99c888a10823ce.npy: Copied (new)
2025/12/19 16:47:31 INFO  : ds4/train/1e727ac62c2a4ecfaed77e0b31cd8dbc.npy: Copied (new)
2025/12/19 16:47:31 INFO  : ds4/train/1c420c6fde8e490a9dff92c18498d6ed.npy: Copied (new)
2025/12/19 16:47:31 INFO  : ds4/train/1f450a8262b04d43ab222e593301a6e7.npy: Copied (new)
2025/12/19 16:47:32 INFO  : ds4/train/198ca4980c864e64b44aab357308f9b0.npy: Copied (new)
2025/12/19 16:47:32 INFO  : ds4/train/1ef36a8a34764f7282344159434c217a.npy: Copied (new)
2025/12/19 16:47:32 INFO  : ds4/train/1f7f345da0904c61adc818529034cdab.npy: Copied (new)
2025/12/19 16:47:32 INFO  : ds4/train/20ee933167304c36b74562c0e5f1c427.npy: Copied (new)
2025/12/19 16:47:34 INFO  : ds4/train/22a192a698c94123855eac3dee922e3d.npy: Copied (new)
2025/12/19 16:47:34 INFO  : ds4/train/226309c98706457c8ed6f290f872120a.npy: Copied (new)
2025/12/19 16:47:34 INFO  : ds4/train/24afe116c9a94123ba9d7039df5add4d.npy: Copied (new)
2025/12/19 16:47:34 INFO  : ds4/train/210dd9c6e4f046079a66f1bb1975bb89.npy: Copied (new)
2025/12/19 16:47:34 INFO  : ds4/train/1faa36c6de264c3397139810e2063eae.npy: Copied (new)
2025/12/19 16:47:34 INFO  : ds4/train/0ed8c41c410f45e294fc8c6fa8bb1f73.npy: Copied (new)
2025/12/19 16:47:34 INFO  : ds4/train/24ce03a340c34b19944faf85e6f40f95.npy: Copied (new)
2025/12/19 16:47:34 INFO  : ds4/train/23247409f8d5473d8d7c6d5db617b486.npy: Copied (new)
2025/12/19 16:47:34 INFO  : ds4/train/21bdd12e38e94cb6ba3cb594d9f6af1e.npy: Copied (new)
2025/12/19 16:47:47 INFO  : ds4/train/262515f7630e4c1f921bc24708636b63.npy: Copied (new)
2025/12/19 16:47:47 INFO  : ds4/train/27531ff464614edb815dcb116011dfc9.npy: Copied (new)
2025/12/19 16:47:47 INFO  : ds4/train/27b87cfc302f4245ae96e4da740a5b67.npy: Copied (new)
2025/12/19 16:47:47 INFO  : ds4/train/26d086dfb1374d98a2b8a7131668fdf0.npy: Copied (new)
2025/12/19 16:47:47 INFO  : ds4/train/2843320fab3242a092f632eda780fde0.npy: Copied (new)
2025/12/19 16:47:47 INFO  : ds4/train/2ad267f366c94704ad820003d8b43251.npy: Copied (new)
2025/12/19 16:47:47 INFO  : ds4/train/2b8017c15f5d4000aeac1e61e8bf82af.npy: Copied (new)
2025/12/19 16:47:47 INFO  : ds4/train/2bdafa6a46774786aaea7e725966502e.npy: Copied (new)
2025/12/19 16:47:48 INFO  : ds4/train/29cc907509604cc1b641a0bebc752299.npy: Copied (new)
2025/12/19 16:47:48 INFO  : ds4/train/2ab9e5868b654d51adf147d601269519.npy: Copied (new)
2025/12/19 16:47:49 INFO  : ds4/train/25535475d5a9497db3d0ce555ad6a1bd.npy: Copied (new)
2025/12/19 16:47:49 INFO  : ds4/train/288a4c675af54559b0b712cb6744f771.npy: Copied (new)
2025/12/19 16:47:49 INFO  : ds4/train/305d9c85f63241c0b65bd2873249f237.npy: Copied (new)
2025/12/19 16:47:50 INFO  : ds4/train/2d1db1a20b0d4bef9b0b79d942433eff.npy: Copied (new)
2025/12/19 16:47:50 INFO  : ds4/train/305a76eef66e4036bb0814ca74ce6bb3.npy: Copied (new)
2025/12/19 16:47:50 INFO  : ds4/train/2a7a572b0f1f424c89c6308dff063ae5.npy: Copied (new)
2025/12/19 16:47:50 INFO  : ds4/train/31dc25846153444c924137db3a6ee9fa.npy: Copied (new)
2025/12/19 16:47:50 INFO  : ds4/train/308fed1b76814b8a8dc96cee40fa6326.npy: Copied (new)
2025/12/19 16:47:51 INFO  : ds4/train/2fbd2c1ec2584749909eb6da7abdf504.npy: Copied (new)
2025/12/19 16:47:51 INFO  : ds4/train/32065eaffd984ffbbda088da04620f9c.npy: Copied (new)
2025/12/19 16:47:51 INFO  : ds4/train/33c4c65fee674bd19ae8be9ca5a9c2cc.npy: Copied (new)
2025/12/19 16:47:51 INFO  : ds4/train/32fadc8793074b56a038f98e3cd8485d.npy: Copied (new)
2025/12/19 16:47:51 INFO  : ds4/train/34787714e5fb476496a475b2583e756e.npy: Copied (new)
2025/12/19 16:47:52 INFO  : ds4/train/338d30d2912f43179cf1be6cd1bd41a8.npy: Copied (new)
2025/12/19 16:47:52 INFO  : ds4/train/3299739535e5408e9467bdd8fedf59bb.npy: Copied (new)
2025/12/19 16:47:52 INFO  : ds4/train/2fd0fd8a939645a1a8cc49ca6c49f929.npy: Copied (new)
2025/12/19 16:47:52 INFO  : ds4/train/34d28995cc8f497cb59ade8c73db8226.npy: Copied (new)
2025/12/19 16:47:52 INFO  : ds4/train/34c67327e7cc43adaa251923141b5605.npy: Copied (new)
2025/12/19 16:47:53 INFO  : ds4/train/3490f3c325b94279b08a87a22533c184.npy: Copied (new)
2025/12/19 16:47:53 INFO  : ds4/train/35e6fb6231f24ebf85165692d16524a2.npy: Copied (new)
2025/12/19 16:47:53 INFO  : ds4/train/38cec3abe7e64d718d3d8f9c301da572.npy: Copied (new)
2025/12/19 16:47:53 INFO  : ds4/train/35f60ad9d5ab443498618d267633a55e.npy: Copied (new)
2025/12/19 16:47:53 INFO  : ds4/train/3a9c23ccdcaf456db014ba4557a01c22.npy: Copied (new)
2025/12/19 16:47:54 INFO  : ds4/train/3bb6022a48fa4c069c85a943ef2dbc55.npy: Copied (new)
2025/12/19 16:47:54 INFO  : ds4/train/3957b725ec0d4d428ccd29815014c256.npy: Copied (new)
2025/12/19 16:47:55 INFO  : ds4/train/40d1a2d04305464ea778bf1b23afa13d.npy: Copied (new)
2025/12/19 16:47:55 INFO  : ds4/train/4365c1a1bb214334bddd9acda177853a.npy: Copied (new)
2025/12/19 16:47:55 INFO  : ds4/train/426318574211433fbbfeaa0b06cd269f.npy: Copied (new)
2025/12/19 16:47:55 INFO  : ds4/train/3db9be86fb134a3eaac5270c4b83c35c.npy: Copied (new)
2025/12/19 16:47:55 INFO  : ds4/train/40b9f5cf915b4a238acd48752f5020d9.npy: Copied (new)
2025/12/19 16:47:55 INFO  : ds4/train/4424d9ce266440ffadf2c1d620701ca7.npy: Copied (new)
2025/12/19 16:47:56 INFO  : ds4/train/4113c7fcc07944d1adc1437e5ea44651.npy: Copied (new)
2025/12/19 16:47:56 INFO  : ds4/train/435f7126e1c94dba8ceb0400a11fb0a9.npy: Copied (new)
2025/12/19 16:47:56 INFO  : ds4/train/44a00a57ccb64bcd872ad4cb1f720d62.npy: Copied (new)
2025/12/19 16:47:56 INFO  : ds4/train/44e073aaf5804510b7a4b1c2646ceeb7.npy: Copied (new)
2025/12/19 16:47:57 INFO  : ds4/train/3e4657e0a3704385b84d2c023b6be873.npy: Copied (new)
2025/12/19 16:47:57 INFO  : ds4/train/46e16566f5314dbd8f67c5a8c7750aed.npy: Copied (new)
2025/12/19 16:47:57 INFO  : ds4/train/477449ae835f47b19e8adbe684696701.npy: Copied (new)
2025/12/19 16:47:57 INFO  : ds4/train/4ad04ce914d34275a8ed1b9dc79975b0.npy: Copied (new)
2025/12/19 16:47:58 INFO  : ds4/train/49d324e837944e20a34aa906e97ffc84.npy: Copied (new)
2025/12/19 16:47:58 INFO  : ds4/train/49987008c4b94e5891eb4d75267d4c7d.npy: Copied (new)
2025/12/19 16:47:58 INFO  : ds4/train/420665b280604b8c870ff289de5d86a6.npy: Copied (new)
2025/12/19 16:47:58 INFO  : ds4/train/474b1b104dda4a678742af9f89c0eb6e.npy: Copied (new)
2025/12/19 16:47:58 INFO  : ds4/train/4bd54052af134334a7169b255f3ddf59.npy: Copied (new)
2025/12/19 16:47:59 INFO  : ds4/train/4b92bbbb77f24e8db1424be049d258c3.npy: Copied (new)
2025/12/19 16:47:59 INFO  : ds4/train/4be4c90c89ef4e8cb598b099b44b7000.npy: Copied (new)
2025/12/19 16:47:59 INFO  : ds4/train/4c1b443cd9a84eb69dea6d3daebda336.npy: Copied (new)
2025/12/19 16:47:59 INFO  : ds4/train/4e8c9be9d02a4fb3b39785b35d08de0b.npy: Copied (new)
2025/12/19 16:47:59 INFO  : ds4/train/4ef1a09fc0a44fadad25cb0bb2bf742d.npy: Copied (new)
2025/12/19 16:48:00 INFO  : ds4/train/4e8d1f8185404b87bf54a8f9c2a35f2e.npy: Copied (new)
2025/12/19 16:48:00 INFO  : ds4/train/52281246f00e421d8489ead07ddc0bbe.npy: Copied (new)
2025/12/19 16:48:00 INFO  : ds4/train/49f84ce742d64fdb9acd1b2008bb1043.npy: Copied (new)
2025/12/19 16:48:00 INFO  : ds4/train/5025c787585d4963b3ef10be98545280.npy: Copied (new)
2025/12/19 16:48:01 INFO  : ds4/train/4d5aeed342e2446e81ee4cbb54557111.npy: Copied (new)
2025/12/19 16:48:01 INFO  : ds4/train/52bdf55d104a478498f416ed7a655a9c.npy: Copied (new)
2025/12/19 16:48:01 INFO  : ds4/train/540a8da3363648b38a3c7475e108e31d.npy: Copied (new)
2025/12/19 16:48:02 INFO  : ds4/train/5562a6507d094026af86b96e81538669.npy: Copied (new)
2025/12/19 16:48:02 INFO  : ds4/train/5640de1e5631496d9f0c05a678792ca9.npy: Copied (new)
2025/12/19 16:48:02 INFO  : ds4/train/5549b021a722443ca477fe082b5be381.npy: Copied (new)
2025/12/19 16:48:02 INFO  : ds4/train/564f790b89c54a25b690d702a037a72c.npy: Copied (new)
2025/12/19 16:48:02 INFO  : ds4/train/4ff033b1d4d5405c86a4d0e0ed0bcc0e.npy: Copied (new)
2025/12/19 16:48:02 INFO  : ds4/train/55f429a72d8b4e2fae19b49ef755600d.npy: Copied (new)
2025/12/19 16:48:04 INFO  : ds4/train/582adfe600754bd4bd34c1958988a78d.npy: Copied (new)
2025/12/19 16:48:04 INFO  : ds4/train/587c3e4245d54a3b89bb3a0daea3173a.npy: Copied (new)
2025/12/19 16:48:04 INFO  : ds4/train/58785b82fa41401b8f1e99bb923d80ad.npy: Copied (new)
2025/12/19 16:48:04 INFO  : ds4/train/595c464ab8c442759cc187119a15869b.npy: Copied (new)
2025/12/19 16:48:04 INFO  : ds4/train/58a80613001b44baa409fe31c5113aa1.npy: Copied (new)
2025/12/19 16:48:04 INFO  : ds4/train/56bf650687bc4891a5e79e30b8561826.npy: Copied (new)
2025/12/19 16:48:04 INFO  : ds4/train/55417555759843138a4bcc6488134945.npy: Copied (new)
2025/12/19 16:48:05 INFO  : ds4/train/5738ec8de8b2465994e8be346e70de0d.npy: Copied (new)
2025/12/19 16:48:05 INFO  : ds4/train/5b5e2c634de94c12a28f01132af51448.npy: Copied (new)
2025/12/19 16:48:05 INFO  : ds4/train/5b25f43f17254d1a8d55cf5cefa5b446.npy: Copied (new)
2025/12/19 16:48:06 INFO  : ds4/train/5ce465bba9db447880d4e18ec89f151f.npy: Copied (new)
2025/12/19 16:48:06 INFO  : ds4/train/5bbb72d54e6b43659deedee44b46268c.npy: Copied (new)
2025/12/19 16:48:06 INFO  : ds4/train/5faad89e52a14194ad66117771ec2d57.npy: Copied (new)
2025/12/19 16:48:06 INFO  : ds4/train/5d9555e9b6ff460ba7e3e4cd792ae3ca.npy: Copied (new)
2025/12/19 16:48:07 INFO  : ds4/train/5d6a500719184163bf0f85a95233deaa.npy: Copied (new)
2025/12/19 16:48:07 INFO  : ds4/train/5a2996cb74824b38b5f085e3fb485926.npy: Copied (new)
2025/12/19 16:48:07 INFO  : ds4/train/57418dc418d64e5382bd944429df7e63.npy: Copied (new)
2025/12/19 16:48:07 INFO  : ds4/train/61ffaf496d2a47399ccb3a905cf67490.npy: Copied (new)
2025/12/19 16:48:08 INFO  : ds4/train/622a7cfc59994312a691a818c4efd51c.npy: Copied (new)
2025/12/19 16:48:08 INFO  : ds4/train/5fb69b8b7f8d453dbc9300a4bc9c0e2e.npy: Copied (new)
2025/12/19 16:48:08 INFO  : ds4/train/63300c5ffbb84c8a9912770d968bf186.npy: Copied (new)
2025/12/19 16:48:08 INFO  : ds4/train/64673a4309c9469ca6e18f389726a044.npy: Copied (new)
2025/12/19 16:48:08 INFO  : ds4/train/64047670d6174b3ebba1e7c51b627d43.npy: Copied (new)
2025/12/19 16:48:09 INFO  : ds4/train/61573f5b6d0a42408a5f95a671fcd54c.npy: Copied (new)
2025/12/19 16:48:09 INFO  : ds4/train/6487632a06104720b1e3df42b4b89639.npy: Copied (new)
2025/12/19 16:48:10 INFO  : ds4/train/63ed66208ef2451d865353ea72293554.npy: Copied (new)
2025/12/19 16:48:10 INFO  : ds4/train/650ef27820df4b5a8d77ae22216c4afc.npy: Copied (new)
2025/12/19 16:48:10 INFO  : ds4/train/6585021eea5241a4acd6b275d7729b19.npy: Copied (new)
2025/12/19 16:48:10 INFO  : ds4/train/55813896449b46cbb8a940d45ec0e18a.npy: Copied (new)
2025/12/19 16:48:10 INFO  : ds4/train/6739f032cdca4559a6a2f0cf7a973cdd.npy: Copied (new)
2025/12/19 16:48:10 INFO  : ds4/train/69b1b30ad52d4312a28d0765d52d5951.npy: Copied (new)
2025/12/19 16:48:10 INFO  : ds4/train/6795cb80ee834934bf92145bc8aa8624.npy: Copied (new)
2025/12/19 16:48:11 INFO  : ds4/train/6899012abbe048d6abf0a461b49cd8d2.npy: Copied (new)
2025/12/19 16:48:11 INFO  : ds4/train/65cd696666e542199e1834f78d12c84c.npy: Copied (new)
2025/12/19 16:48:11 INFO  : ds4/train/6a697eb078b6467fa3a2ff556db1c61a.npy: Copied (new)
2025/12/19 16:48:12 INFO  : ds4/train/687115777a1640d685f42f48154913e3.npy: Copied (new)
2025/12/19 16:48:12 INFO  : ds4/train/6a5d281eb7b7456c897e61b6cde782da.npy: Copied (new)
2025/12/19 16:48:12 INFO  : ds4/train/6aa47f65fadb4ac29b5d52fd2d2b1456.npy: Copied (new)
2025/12/19 16:48:12 INFO  : ds4/train/6834c4ac89b44c7a9ce2f2596a4d7564.npy: Copied (new)
2025/12/19 16:48:12 INFO  : ds4/train/6d76504683634c76b4c726b54e3a5a8b.npy: Copied (new)
2025/12/19 16:48:13 INFO  : ds4/train/7136908760004456ba224bed570fe799.npy: Copied (new)
2025/12/19 16:48:13 INFO  : ds4/train/73e46c536cea42a3a578ad2b6ba5e380.npy: Copied (new)
2025/12/19 16:48:13 INFO  : ds4/train/727e65444aff4a338dc2591b254f0bee.npy: Copied (new)
2025/12/19 16:48:14 INFO  : ds4/train/6d0626b17bbc4adf9133a9e83e8a8ed3.npy: Copied (new)
2025/12/19 16:48:14 INFO  : ds4/train/745d42a6465e43c1a186258f789c0ecd.npy: Copied (new)
2025/12/19 16:48:14 INFO  : ds4/train/707ab8deb2d0494db403d79f7ece8176.npy: Copied (new)
2025/12/19 16:48:14 INFO  : ds4/train/73f2e303d07447a98737f1e74a5d91a5.npy: Copied (new)
2025/12/19 16:48:15 INFO  : ds4/train/7698d19ca6964019bbe3036843507f13.npy: Copied (new)
2025/12/19 16:48:15 INFO  : ds4/train/76077794c7e24c83a5731442002b3807.npy: Copied (new)
2025/12/19 16:48:15 INFO  : ds4/train/772e5a5b1a72413ba27e2e184053512a.npy: Copied (new)
2025/12/19 16:48:15 INFO  : ds4/train/74655ab4f50b4f8cb6c8d25ccee9c38b.npy: Copied (new)
2025/12/19 16:48:16 INFO  : ds4/train/748cac4b1951435badbd2165d25bbd10.npy: Copied (new)
2025/12/19 16:48:16 INFO  : ds4/train/78b974207e0e4b5d8bf7ff26c107f156.npy: Copied (new)
2025/12/19 16:48:16 INFO  : ds4/train/79b24dbfc1ae4d359d92b8b7b7731cb6.npy: Copied (new)
2025/12/19 16:48:16 INFO  : ds4/train/774a42982896469abd26ec2a61fa3c40.npy: Copied (new)
2025/12/19 16:48:16 INFO  : ds4/train/79738b933c184d828d77ab8329c80fa2.npy: Copied (new)
2025/12/19 16:48:17 INFO  : ds4/train/7520e1adc56c4c47a8aa1aac3cf277cf.npy: Copied (new)
2025/12/19 16:48:17 INFO  : ds4/train/79c3a1c78133432bae78c31d8660f5c7.npy: Copied (new)
2025/12/19 16:48:17 INFO  : ds4/train/7a6b3caae2844b95bc0839cdb4015d1e.npy: Copied (new)
2025/12/19 16:48:17 INFO  : ds4/train/7c2646ac455045838ea7ff7e9ab2ffce.npy: Copied (new)
2025/12/19 16:48:17 INFO  : ds4/train/7a01bb35c8e64ba5b65f868962d405e2.npy: Copied (new)
2025/12/19 16:48:18 INFO  : ds4/train/7c6725fbab8b4d49b970ee6c195e238d.npy: Copied (new)
2025/12/19 16:48:18 INFO  : ds4/train/7c85de9b7040468bb61cb3e401aab295.npy: Copied (new)
2025/12/19 16:48:18 INFO  : ds4/train/7e82fb4aadbb444fa9e452fbfab579ce.npy: Copied (new)
2025/12/19 16:48:19 INFO  : ds4/train/7e4464cff7694ead907a19f9e6a610a9.npy: Copied (new)
2025/12/19 16:48:19 INFO  : ds4/train/7d13c18c7c8b4b8095d6639c7f9f8427.npy: Copied (new)
2025/12/19 16:48:19 INFO  : ds4/train/7e5a42b281924be4abdfbcd72ac27fdf.npy: Copied (new)
2025/12/19 16:48:19 INFO  : ds4/train/7eca374f582b437fb8d0df997c7c0618.npy: Copied (new)
2025/12/19 16:48:20 INFO  : ds4/train/82a7c4f6323d4d6889fee42c36690dbc.npy: Copied (new)
2025/12/19 16:48:20 INFO  : ds4/train/80c27b001fd04e72a986fb6f5fe542c5.npy: Copied (new)
2025/12/19 16:48:20 INFO  : ds4/train/828cc739513647548ae7815e53768117.npy: Copied (new)
2025/12/19 16:48:20 INFO  : ds4/train/81de5f324d2145fa84b5bfa77de361e2.npy: Copied (new)
2025/12/19 16:48:20 INFO  : ds4/train/82ec9d29a41f4c8aa215d59e51b04c28.npy: Copied (new)
2025/12/19 16:48:20 INFO  : ds4/train/6db283956a314f5d8d9c6491c860ac8b.npy: Copied (new)
2025/12/19 16:48:21 INFO  : ds4/train/7f3256aead9d4866bdbf4371faba6f60.npy: Copied (new)
2025/12/19 16:48:21 INFO  : ds4/train/83daa954ea3340fc9ed56f64e72b26d6.npy: Copied (new)
2025/12/19 16:48:21 INFO  : ds4/train/845cdcfd24ad4fd1a5039b87ea7fb641.npy: Copied (new)
2025/12/19 16:48:22 INFO  : ds4/train/88bd5b868aec414b8f7fed982437daad.npy: Copied (new)
2025/12/19 16:48:22 INFO  : ds4/train/86a004da2a364d65819acb1e059e5cd2.npy: Copied (new)
2025/12/19 16:48:22 INFO  : ds4/train/8838d04d755f40619306798ed5a83159.npy: Copied (new)
2025/12/19 16:48:22 INFO  : ds4/train/8a3fd5f0e6624027b57c314396acbbbd.npy: Copied (new)
2025/12/19 16:48:22 INFO  : ds4/train/8b1f20f2266744e093db4353c11ce8c4.npy: Copied (new)
2025/12/19 16:48:22 INFO  : ds4/train/84c51aee26a545f3a48d1836983f1282.npy: Copied (new)
2025/12/19 16:48:23 INFO  : ds4/train/8309481a5f9c41a9a1779ece14ee50a1.npy: Copied (new)
2025/12/19 16:48:23 INFO  : ds4/train/897c41360fc247f2b53a7f338abd3678.npy: Copied (new)
2025/12/19 16:48:23 INFO  : ds4/train/896f0bb42f5b4e8bacebb591f36666e7.npy: Copied (new)
2025/12/19 16:48:23 INFO  : ds4/train/8bc4867deeca407f9132a07aa3f3415f.npy: Copied (new)
2025/12/19 16:48:24 INFO  : ds4/train/8df6e1017c824983a61c0da296d3f2d0.npy: Copied (new)
2025/12/19 16:48:29 INFO  : ds4/train/8ca1892afd6f472f952e3605db62e427.npy: Copied (new)
2025/12/19 16:48:29 INFO  : ds4/train/8ee5db966a984de49b268b08f409a65a.npy: Copied (new)
2025/12/19 16:48:29 INFO  : ds4/train/90650222ddc04092bd88902f10a05805.npy: Copied (new)
2025/12/19 16:48:29 INFO  : ds4/train/8f591f4064324117b295247602f6ba35.npy: Copied (new)
2025/12/19 16:48:29 INFO  : ds4/train/8c8567c2ba5e45ada315d9f56af2d6d5.npy: Copied (new)
2025/12/19 16:48:29 INFO  : ds4/train/8d14f361e8b840a4917b93d0fb2c5530.npy: Copied (new)
2025/12/19 16:48:32 INFO  : ds4/train/951d26c674514536a581bccae19cb6e0.npy: Copied (new)
2025/12/19 16:48:32 INFO  : ds4/train/95673689e1fe4231881a0b8098ab926e.npy: Copied (new)
2025/12/19 16:48:32 INFO  : ds4/train/949bf3070214432c903d96d4332debfb.npy: Copied (new)
2025/12/19 16:48:32 INFO  : ds4/train/922a8efb839645f0bfd014ffaaefad7f.npy: Copied (new)
2025/12/19 16:48:32 INFO  : ds4/train/907e35b29de3419e8ec010c2f42df138.npy: Copied (new)
2025/12/19 16:48:32 INFO  : ds4/train/94b41a77e11d4d60b27b09efafb06633.npy: Copied (new)
2025/12/19 16:48:33 INFO  : ds4/train/97bd9f0981144fdcaa7e3f81fb0c12de.npy: Copied (new)
2025/12/19 16:48:33 INFO  : ds4/train/91d27520cd5f45869b5c4bd7e1cf341b.npy: Copied (new)
2025/12/19 16:48:33 INFO  : ds4/train/971b2e77fbb641148ee501353492b4ec.npy: Copied (new)
2025/12/19 16:48:33 INFO  : ds4/train/98f4587da4b945439d206001fd2402ce.npy: Copied (new)
2025/12/19 16:48:34 INFO  : ds4/train/9a4c9b2889144ed0a60dcc5e970c142d.npy: Copied (new)
2025/12/19 16:48:34 INFO  : ds4/train/98a08c1c79a048a1a8cf4c5908a598e5.npy: Copied (new)
2025/12/19 16:48:34 INFO  : ds4/train/975bf637abbe42208474a248a5c7ec06.npy: Copied (new)
2025/12/19 16:48:34 INFO  : ds4/train/9bffa456183e4c38bcd6dacd1116ea28.npy: Copied (new)
2025/12/19 16:48:35 INFO  : ds4/train/9bde470279204e8081f84eb45e798f2e.npy: Copied (new)
2025/12/19 16:48:35 INFO  : ds4/train/99435e471e4849c799283000208aa991.npy: Copied (new)
2025/12/19 16:48:35 INFO  : ds4/train/9b316175ccc3447884e32fc0ee62accc.npy: Copied (new)
2025/12/19 16:48:35 INFO  : ds4/train/9d66309593d24ee9931f38b092cede9c.npy: Copied (new)
2025/12/19 16:48:35 INFO  : ds4/train/9cf91b696577445da5aa2e7e7490972f.npy: Copied (new)
2025/12/19 16:48:36 INFO  : ds4/train/9a81a6eb7a604dd5b17c214b05c30fef.npy: Copied (new)
2025/12/19 16:48:36 INFO  : ds4/train/a0242e4e462743668d5787cf27b3d905.npy: Copied (new)
2025/12/19 16:48:36 INFO  : ds4/train/9cf4db5868a34e1faf5b8422094128b5.npy: Copied (new)
2025/12/19 16:48:36 INFO  : ds4/train/9c27bdc4c4cd4798ac1e98404fae8f26.npy: Copied (new)
2025/12/19 16:48:37 INFO  : ds4/train/9fd0334270914305983705cf6f15978d.npy: Copied (new)
2025/12/19 16:48:37 INFO  : ds4/train/a12ebb708dc74e2eaa3b37dfdb16b983.npy: Copied (new)
2025/12/19 16:48:37 INFO  : ds4/train/a153477bb4d34bd1b35e7ea34eac7cee.npy: Copied (new)
2025/12/19 16:48:37 INFO  : ds4/train/a232ea0481e14eeab69f2a83864e8550.npy: Copied (new)
2025/12/19 16:48:37 INFO  : ds4/train/a0f4287f426946e080578db0214853de.npy: Copied (new)
2025/12/19 16:48:38 INFO  : ds4/train/a39de6247add40aa83c484296ad7571a.npy: Copied (new)
2025/12/19 16:48:38 INFO  : ds4/train/a3852291cec147d096bcbdcf45bc3f95.npy: Copied (new)
2025/12/19 16:48:38 INFO  : ds4/train/a605ee0d1ae449f98f10923f03ea391a.npy: Copied (new)
2025/12/19 16:48:39 INFO  : ds4/train/a5ba2711cbee42bbac81656491a41584.npy: Copied (new)
2025/12/19 16:48:39 INFO  : ds4/train/a5b059f22f354f11942212e0f2ad7653.npy: Copied (new)
2025/12/19 16:48:39 INFO  : ds4/train/a8043861e23c4f2ca1553f60135ba1b0.npy: Copied (new)
2025/12/19 16:48:39 INFO  : ds4/train/a5671c51f0014a22b3774118eb570140.npy: Copied (new)
2025/12/19 16:48:39 INFO  : ds4/train/a89b5792af7540569ddaf5d518cc46af.npy: Copied (new)
2025/12/19 16:48:39 INFO  : ds4/train/a65708f3fd0e4262969ff5774df77798.npy: Copied (new)
2025/12/19 16:48:39 INFO  : ds4/train/a8721e09e6d94a9382789bfd60adb893.npy: Copied (new)
2025/12/19 16:48:39 INFO  : ds4/train/a8ac190154064df9a93183cc668fccdf.npy: Copied (new)
2025/12/19 16:48:41 INFO  : ds4/train/ab8386b9e42f46ee95da031be3ab5185.npy: Copied (new)
2025/12/19 16:48:41 INFO  : ds4/train/ac75532331374d39b6bcb7d2ad592f00.npy: Copied (new)
2025/12/19 16:48:41 INFO  : ds4/train/a98767cbed1244bd90bb1c805c337510.npy: Copied (new)
2025/12/19 16:48:41 INFO  : ds4/train/ab35031f2a7045bf965efdde51d0a6e0.npy: Copied (new)
2025/12/19 16:48:41 INFO  : ds4/train/aef6ced3b147454495580f55e640e569.npy: Copied (new)
2025/12/19 16:48:41 INFO  : ds4/train/af9eb2529c0443769a050ed232b8bc00.npy: Copied (new)
2025/12/19 16:48:41 INFO  : ds4/train/adee5ce9c5f240039bc230da7c5ed625.npy: Copied (new)
2025/12/19 16:48:42 INFO  : ds4/train/ac87baa66d5748aeb423d381a5790f03.npy: Copied (new)
2025/12/19 16:48:42 INFO  : ds4/train/b116cd7ee58842918df5e60699ddfed4.npy: Copied (new)
2025/12/19 16:48:42 INFO  : ds4/train/b0a15750febc4e6ea67e1bd06dbea513.npy: Copied (new)
2025/12/19 16:48:42 INFO  : ds4/train/b1250e79262741eea6dc13275f4de59d.npy: Copied (new)
2025/12/19 16:48:43 INFO  : ds4/train/b193f96eb774476cba2bb470cd6cb51a.npy: Copied (new)
2025/12/19 16:48:43 INFO  : ds4/train/ad110d19a26a486783f091c2822073fb.npy: Copied (new)
2025/12/19 16:48:46 INFO  : ds4/train/b222deba4b8e40249f43e8959c425430.npy: Copied (new)
2025/12/19 16:48:50 INFO  : ds4/train/b1db7cb5875b4db28afab51803ce5e30.npy: Copied (new)
2025/12/19 16:48:50 INFO  : ds4/train/b5432f08b9814843bffebd5c797ab18a.npy: Copied (new)
2025/12/19 16:48:50 INFO  : ds4/train/b3eb8981236e4bc7bb801402f1a3169a.npy: Copied (new)
2025/12/19 16:48:50 INFO  : ds4/train/b32b9d97fc264ea794b3478ec4317046.npy: Copied (new)
2025/12/19 16:48:50 INFO  : ds4/train/b3cfaaf311d847e789641dd9fc31d873.npy: Copied (new)
2025/12/19 16:48:50 INFO  : ds4/train/b465f9e423af49cd9d9a16507865623c.npy: Copied (new)
2025/12/19 16:48:53 INFO  : ds4/train/b59911a49dbf46cfad9497d42345dd25.npy: Copied (new)
2025/12/19 16:48:53 INFO  : ds4/train/b64e115743f04556a6f3a2853f1cb62a.npy: Copied (new)
2025/12/19 16:48:53 INFO  : ds4/train/b7737d4c4bf04181aa10feaeeb9cd29c.npy: Copied (new)
2025/12/19 16:48:53 INFO  : ds4/train/ba9977786c9049529d05eb70d8949840.npy: Copied (new)
